lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
PE (36:3),0.03216773198215284,7.331768553561956,0.014476390030949915,0.9042313481074503,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,63544.78454589844,111959.9878540039,88336.26672363281,97830.287841796875,221315.1953735352,96325.8663330078,96546.68746948242,80474.40618896484,98921.3275756836,119612.24826049805,27241.741737365723,89454.86618041992,116180.44973754884,83382.965087890625,80041.9860534668,75218.50451660156,76930.44589233398,69517.58477783203,91642.88607788086,83766.0659790039,80088.82482910156,83216.26608276367,78074.70526123047,156197.19140625,95504.64611816406,93612.86669921876,88794.52551269531,63962.1044921875,101700.72857666016,76248.2251586914,79327.86614990234,54986.563903808594
PE (36:4),0.11077021490766573,8.37067033758462,0.17092482081216076,0.6792911947516854,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,90158.34686279295,278199.33880615234,162690.63049316406,224526.4594116211,559349.3607788086,165762.21215820312,197260.07403564453,102856.64764404295,197238.79290771484,364818.5418701172,40790.14302444458,134353.0316772461,288006.28106689453,147112.63006591797,210056.7958984375,116063.8682861328,187002.9920654297,131257.8087158203,211246.53302001956,114540.52801513672,152470.03186035156,136866.94897460938,142323.13110351562,365245.6709594727,241550.47564697263,201102.45581054688,212909.3133544922,83470.56671142578,219764.837890625,119951.12811279295,201924.2946166992,73179.7250366211
PE (36:5),-0.0298176932931954,6.8070351516108,0.012478565329944402,0.9110553332179937,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,51304.52362060547,78252.62469482422,72691.88543701172,79082.44635009766,91052.527099609375,71187.10482788086,70801.08459472656,60682.14404296875,67601.16442871094,63010.56411743164,32365.042053222656,61262.50457763672,67767.5244140625,54952.08392333984,56266.044006347656,50581.823638916016,53577.14404296875,50201.12356567383,54479.64337158203,64715.42462158203,61410.48400878906,63234.324768066406,60648.50375366211,84528.3669128418,68776.26470947266,66176.74447631836,65319.92459106445,51848.18365478516,60447.3039855957,56115.60397338867,53462.08337402344,53825.96405029297
PE (36:6),-0.07364637463386367,6.718701253089532,0.0762911514436837,0.7823879068344461,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,51467.30383300781,77793.68518066406,63078.60397338867,71698.9448852539,63950.66479492188,68594.344970703125,67634.58465576172,58942.22381591797,60141.02453613281,56875.12377929688,33068.64254760742,54655.50369262695,55471.28384399414,52385.723693847656,48303.50344848633,48691.94384765625,52593.32374572754,50822.68353271485,56170.96347045898,62251.14422607422,58793.9638671875,66131.16497802734,66794.52532958984,56492.50439453125,67271.98522949219,61480.70446777344,61342.40490722656,50166.76348876953,53454.98352050781,59203.60443115234,53516.103759765625,56641.84390258789
PE (36:7),-0.025712633897689168,6.490163611459812,0.009277090306007096,0.9232682910934398,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,42627.402770996094,59515.88366699219,58292.363830566406,58781.864318847656,60969.78387451172,59406.64465332031,53276.34356689453,47953.64349365234,50492.40365600586,54917.42401123047,28915.261840820312,48760.343353271484,52240.1032409668,50357.12356567383,45082.76287841797,41993.14309692383,44729.54312133789,42325.58276367188,45717.86309814453,49935.383850097656,46432.063385009766,58290.24407958984,51529.70385742188,59919.26373291016,55251.98394775391,53078.86340332031,50218.323638916016,43055.903259277344,46287.52349853516,46734.58322143555,41648.96304321289,48742.32336425781
PE (36:8),0.007333730678267686,7.291977031594601,7.534235449213611e-4,0.9781019661066337,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,75476.08502197266,96517.408203125,83571.00604248047,97613.6065673828,202231.75463867188,104450.46752929688,81889.64569091797,78872.12576293945,84208.52520751953,120997.8685913086,34375.04261016846,86972.64633178711,95941.20663452148,86935.56707763672,73707.20599365234,80958.8060913086,76875.08605957031,76622.62548828125,68893.62423706055,91969.74658203124,80920.4859008789,86112.32513427734,76205.1455078125,157611.10986328125,89937.98669433594,96662.26696777344,80093.08514404297,65168.30490112305,75941.78555297852,84890.08526611328,71274.2446899414,58118.60437011719
PE (38:0),0.1432163407427863,8.374271420216019,0.2851967641609008,0.5933151278309609,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,94582.10607910156,262306.2798461914,169398.33056640625,168216.43255615234,941812.0842285156,158546.96911621094,140316.6719970703,113379.98852539062,174315.65057373047,358387.5340576172,42524.94288253784,146215.62927246094,214216.5955810547,150278.93170166016,152291.7710571289,122230.26849365234,168119.25256347656,131781.13012695312,153809.31115722656,121305.048828125,129761.2289428711,149930.8895263672,134704.96978759766,449594.1297607422,242607.4946899414,225327.65673828125,157630.7899169922,87071.92608642578,209017.13568115237,113506.56823730467,162306.8099975586,72184.90588378906
PE (38:0)_2,0.16972428376559848,8.36360005644838,0.39992813906974334,0.5271263711692981,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,93566.90606689452,278558.69885253906,169547.97143554688,173993.19427490234,950928.0861206056,156172.0499267578,142900.7109375,117352.40826416016,181098.83184814453,351369.9623413086,42095.68318557739,143329.3104248047,205195.55017089844,149333.89208984375,136805.5689086914,120181.70947265624,172629.5323486328,132917.36853027344,143801.53338623047,114963.80786132812,129204.46966552734,146967.1522216797,132708.82983398438,447756.81506347656,237365.8583984375,215894.55401611328,155252.9287109375,83256.54577636719,197329.95361328125,122821.02966308594,160129.6923828125,67109.26397705078
PE (38:1),0.03269619580457606,7.664512270834067,0.014955653363358579,0.9026667310734322,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,82178.7456665039,138464.55053710938,110074.7080078125,101401.3871459961,382086.4870605469,115817.72680664062,93852.86688232422,89471.56524658203,105895.30786132812,195293.1737060547,35060.6826210022,102882.1476135254,138117.92803955078,98840.40789794922,85321.16571044922,97547.92712402344,96305.3856201172,96826.90588378906,94060.32720947266,101910.9873046875,92108.32611083984,100431.00604248048,98369.44647216795,239203.79327392575,143178.7108154297,140369.54998779297,96878.24713134766,70142.10552978516,113219.34753417967,90295.8671875,90289.98583984376,59624.66455078125
PE (38:2),-0.03467527074218503,7.3948533935991785,0.016880023214071116,0.8966272336250612,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,73058.16522216797,100242.58819580078,103179.02770996094,88813.72619628906,245160.23406982425,98100.92639160156,90640.62615966795,83100.54656982422,91422.28692626952,142802.6103515625,33401.20255279541,100969.54724121094,101125.3657836914,99562.4263305664,73354.42486572266,83866.20571899414,71535.62490844727,73704.22540283203,68642.4839477539,99290.76763916016,82006.00598144531,92766.9267578125,80244.68615722656,192592.7349853516,97908.30755615234,109904.38763427734,83410.38571166992,74489.80529785156,88503.38665771484,83524.74517822266,76378.664794921875,60375.42492675781
PE (38:3),0.0987263437989431,8.312022714886183,0.13586814006839631,0.7124236910208692,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,85050.125732421875,274412.50341796875,168522.21020507812,190313.3737182617,524390.9202880859,160741.451171875,182925.81573486328,101305.76641845705,191857.15368652344,371555.9915161133,35388.28260040283,132220.94989013672,267357.10205078125,156816.45068359375,202401.97583007807,109434.94592285156,174310.86975097656,125058.34942626952,201499.7120361328,108457.54663085938,141843.2300415039,147001.27270507812,146073.1885986328,333156.1867675781,225172.31842041016,202386.41528320312,200876.7137451172,72164.18557739258,224891.23858642575,118903.52838134766,194966.27319335935,65347.90435791016
PE (38:5),0.07732841531929326,8.987970117135529,0.08345409798857872,0.7726699725745692,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,165438.3931274414,379571.1047973633,222908.3555908203,253373.55950927731,1274035.000366211,249111.99951171875,244393.8733520508,156268.4711303711,263377.4570922852,599726.0632324219,34705.48241043091,232977.1368408203,402690.8424682617,217657.87768554688,259887.7545166016,195951.17321777344,270807.56213378906,188465.0720214844,269017.3616333008,174746.8935546875,247667.33850097656,197832.57446289065,173846.97064208984,858360.7888183594,351137.78326416016,352413.5667114258,260921.21997070312,119646.28930664062,341453.66387939453,151106.4708251953,253944.4948120117,57860.28399658203
PE (38:6),0.2532068881120994,9.915718993826875,0.8856977408322564,0.34664584840636753,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,175239.7344970703,992508.4794921876,356927.0231933594,465481.3509521485,3131269.6923828125,381135.8875732422,417835.7498168945,246956.33514404297,607292.7166748047,1115205.1264648438,41453.60288238525,368426.6857910156,887661.8643188477,353961.6632080078,487932.11486816406,326698.9053955078,591610.7357788086,307938.2802734375,561672.5418701172,233563.43658447263,394748.89349365234,282491.89978027344,296464.73986816406,1437822.1901245115,812677.4947509766,590891.3835449219,484209.3832397461,160454.07318115234,737133.0584106445,231611.75469970703,525878.2763671875,71421.02490234375
PE (38:7),-0.1275715837365014,9.419416161862003,0.2295292030348719,0.6318731372511476,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,213849.6118774414,496837.0963745117,485848.49822998047,296168.3997192383,313067.58837890625,379863.7474365234,405678.20526123047,251490.49932861328,353105.70556640625,455524.1460571289,35174.222240448,594845.4786376953,643243.8280029297,580218.8879394531,506199.6898803711,492326.655090332,368436.4611816406,345931.1182861328,237480.75390625,383183.8858642578,448657.7229614258,383508.4016113281,327741.7397460937,504993.1951293945,428626.08984375,415435.1082763672,386210.088256836,341919.59704589844,534994.2560424805,267203.1423339844,507042.868347168,115742.64880371094
PE (38:8),-0.011696194164452535,7.280307915414652,0.001918264343487408,0.9650654255156237,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,83092.92608642578,103691.0263671875,94263.0675048828,91957.84686279295,146085.79071044922,99839.7866821289,82742.16607666016,84675.50671386719,84146.30548095703,97801.46746826172,42278.74291229248,89293.98718261719,95686.14617919922,86126.366455078125,71089.04522705078,77781.54583740234,74504.38513183594,83107.08563232422,75483.5249633789,94740.027099609375,86028.88543701172,93463.6859741211,74431.96447753906,120944.68884277344,99728.26611328124,89312.165283203125,76320.565673828125,73645.0053100586,75118.48553466797,89875.74639892578,72529.78521728516,66760.24517822266
PE (38:9),0.007912934262336638,7.404729433173358,8.771067800807941e-4,0.9763733138571455,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,72320.40521240234,97380.68737792967,98409.28582763672,107758.22784423828,233437.9146728516,104569.90887451172,90159.72625732422,87041.52624511719,93708.4868774414,138363.89068603516,38839.22255325317,105302.04803466795,91585.3666381836,91818.386962890625,74146.28515625,91012.26593017578,70014.5249633789,80365.54522705078,76722.966064453125,98424.286865234375,87587.40612792969,100935.9467163086,86854.54583740234,180632.7131958008,90469.0062866211,101014.24725341795,77777.2251586914,72857.26470947266,78527.345703125,84849.7055053711,78478.62518310547,68791.42498779297
PE (40:0) | PEp (42:6),-0.18134712045700213,10.261442241118235,0.4649831188735334,0.49530426787266424,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,735348.6887207031,800198.19775390625,685876.4397583008,848285.9451904297,957557.6149902344,626185.5817871094,986631.123046875,858828.2256469727,713660.6779785156,621580.4085693359,45058.82318115234,645828.7900390625,558756.7760620117,507540.6408691406,586565.1856079102,648275.5864868164,562627.7478637695,545803.5051269531,606720.1514282227,863101.220703125,773127.8358154297,557503.52197265625,724774.1387939453,964731.74169921875,866622.1533203125,607879.9024658203,814250.5534667969,663404.1649780273,613230.7310180664,701361.3684692383,571985.6387939453,739565.6359863281
PE (40:0) | PEp (42:6)_2,-0.1627182253541809,10.142595036828027,0.37403985040509724,0.5408103964702163,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,698550.5284423828,719276.8778076172,603920.4534912109,773693.3519287109,867068.5789794922,574450.5363769531,856526.6607666016,803946.0573730469,639406.1754150391,615475.5221557617,45102.84346008301,596324.5944213867,547221.0676879883,464967.7630004883,559598.2181396484,636996.6857910156,505161.4763183594,532328.8236694336,548904.8374633789,797074.9273071289,724214.4650878906,487129.6883544922,679525.7001953125,858877.0134277344,777254.9626464844,568996.9581298828,701337.6924438477,617011.5448608398,588412.1475830078,620193.7921142578,533587.0078735352,704371.3571777344
PE (40:1),-0.07868421648806233,6.738794977075683,0.08710741864702243,0.7678871944140976,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,48651.30358886719,72810.76477050781,70193.66497802734,67255.96496582031,74330.94519042969,70061.24523925781,60473.32458496094,53883.62414550781,64397.40447998047,59299.28472900391,31283.02244567871,62275.44421386719,60178.70407104492,58536.724853515625,49244.72326660156,51253.8236694336,51317.162994384766,49855.70364379883,54221.86346435547,61487.02392578125,58242.06384277344,71274.3447265625,60119.84387207031,68683.30505371094,65968.48486328125,69832.504638671875,59011.16442871094,48835.92352294922,50532.14340209961,63568.88497924805,52186.68353271485,60797.52395629883
PE (40:10),-0.11938649129040002,7.636369569037694,0.20093746154338987,0.6539652158041017,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,78932.36517333984,162900.990234375,128756.5101928711,119538.30755615234,106271.70678710938,108774.78576660156,113342.22680664062,82655.94543457031,96610.82611083984,117412.88708496094,39347.6227645874,132855.12890625,169137.81268310547,135896.91082763672,118711.94665527344,101875.06616210938,97040.64611816406,118259.14825439452,74280.26470947266,97956.90563964844,140631.26953125,146715.71026611328,95063.467041015625,126089.22839355467,121859.42785644533,171900.79125976562,110046.14739990234,77328.0249633789,120207.80688476562,94585.52642822266,107620.90631103516,67112.2446899414
PE (40:2),-0.028043822201431364,7.524739110097016,0.01103727349931205,0.9163294455668398,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,66278.86462402344,141695.30920410156,121558.4896850586,112945.96856689452,100745.24603271484,113159.72845458984,115456.06689453124,84027.40576171875,118208.70935058594,109192.7885131836,35060.76248168945,121731.02685546876,138472.5887451172,101073.14654541016,91887.56744384766,100530.12719726562,72104.26544189453,104079.0881652832,104153.06732177734,86219.96612548828,94437.1671142578,129332.84777832033,113209.74835205078,108429.28631591795,115422.14947509766,124192.74731445312,87569.3657836914,72162.66500854492,95128.44677734376,120437.58758544922,79075.48504638672,124172.42895507812
PE (40:3),0.030699399443909564,7.257133494381878,0.01318596214457557,0.9085797550339333,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,68065.74530029297,113235.48876953124,99568.70654296876,112210.18756103516,154299.9907836914,91197.46649169922,92162.10552978516,72431.52478027344,90775.72637939452,112052.3486328125,43123.06266784668,81602.70568847656,94619.54638671876,77745.90509033203,73483.8051147461,65584.76483154297,74415.4457397461,67894.10467529297,74864.06579589844,78717.74517822266,78103.80596923828,92540.687255859375,85724.40606689453,108042.64752197266,92991.6860961914,92942.1456298828,89004.38525390625,62405.58441162109,82066.526123046875,74585.004638671875,75306.4652709961,64576.34442138672
PE (40:4),0.22496175680974115,8.584918319105581,0.7003121739790004,0.4026788191500193,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,PE,94385.52587890624,369221.6298828125,206671.3326416016,221170.7969970703,760687.1936035156,186923.17456054688,198964.59356689453,111653.58801269533,249479.69677734372,534348.9006347656,47655.763671875,130021.98754882812,320296.03759765625,185356.9742431641,222646.49810791016,125022.1078491211,218520.57653808597,164087.21118164062,220669.2905883789,110226.62866210938,166557.65283203125,167750.0499267578,157827.95080566406,332717.4022216797,287013.3419189453,264756.27966308594,235512.6371459961,83945.506103515625,274893.4588623047,138631.69067382812,205376.81317138672,70988.00439453125
